"cases","zip_code","total_population","total_non_hispanic","total_white_nonhispanic","total_black_nonhispanic","total_asian_alone","total_black","total_hispanic","average_household_size","pct_more_than_one_occupant_per_room","total_male","total_female","age_60_and_over","age_65_and_over","age_75_and_over","median_age","below_poverty_level","pct_below_poverty_level","household_median_income","household_mean_income","pct_services","pct_over_age_65","pct_white","pct_minority","pct_black","pct_hispanic","cases_per_1000","city"
82,21236,38573,37666,25797,7155,3645,7667,907,2.54569590180162,1.1,19026,19547,8026,5525,2556,37.5,3113,8.1,78659,105340,0.168139883108728,0.143234905244601,0.668783864361082,0.331216135638918,0.185492442900474,0.0235138568428694,2.12583931765743,"balt"
198,21222,54873,51335,40556,6890,1868,8193,3538,2.6565264078519,2.1,26378,28495,12249,8737,3699,38.8,8134,14.9,52339,76371,0.334856684706354,0.159222203998323,0.739088440580978,0.260911559419022,0.125562662876096,0.0644761540283928,3.60833196654092,"balt"
16,21210,15213,14497,10562,1371,1646,1704,716,2.12807729468599,2.1,7199,8014,3243,2447,955,30,932,8.5,103359,234165,0.0452859350850077,0.160849273647538,0.694274633537106,0.305725366462894,0.0901202918556498,0.0470650101886544,1.05173207125485,"balt"
147,21237,30286,26853,14780,8978,2171,9753,3433,2.65167556029883,2.6,13966,16320,6469,4371,2105,37.8,2160,7.2,68034,92434,0.250893312914752,0.144324110149904,0.488014264016377,0.511985735983623,0.296440599616985,0.113352704219772,4.8537277950208,"balt"
79,21214,21177,20581,7932,11821,162,12413,596,2.69308068459658,1.7,10067,11110,4384,2797,1220,40,2016,9.7,68554,95795,0.242723828882935,0.132077253624215,0.374557302734098,0.625442697265902,0.558199933890542,0.0281437408509232,3.73046229399821,"balt"
345,21228,48133,45469,29567,9460,5147,10206,2664,2.52504909672869,0.8,23428,24705,12614,9245,5043,43.7,2825,6,84257,120574,0.158235483352099,0.192071967257391,0.614277107182183,0.385722892817817,0.196538757193609,0.0553466436748177,7.16763966509463,"balt"
163,21227,33822,30203,22172,5048,1638,6005,3619,2.77398445895677,4.3,16490,17332,6035,4293,1985,34.9,5499,16.5,65395,84909,0.294881588999236,0.126929217668973,0.655549642244693,0.344450357755307,0.149251966175862,0.107001360061498,4.81934835314292,"balt"
76,21223,23560,22439,3854,17061,555,17831,1121,2.77636947982383,2.8,11511,12049,4105,2601,1192,35.1,8173,35.2,28683,53381,0.408747044917258,0.110398981324278,0.16358234295416,0.83641765704584,0.724151103565365,0.0475806451612903,3.2258064516129,"balt"
163,21227,33822,30203,22172,5048,1638,6005,3619,2.77398445895677,4.3,16490,17332,6035,4293,1985,34.9,5499,16.5,65395,84909,0.294881588999236,0.126929217668973,0.655549642244693,0.344450357755307,0.149251966175862,0.107001360061498,4.81934835314292,"balt"
354,21224,50433,40671,28918,8098,1543,9255,9762,2.58228070175439,4,24956,25477,7353,5112,2149,33.1,9004,18.1,69615,97281,0.214083801481375,0.101362203319255,0.573394404457399,0.426605595542601,0.160569468403625,0.193563738028672,7.01921361013622,"balt"
226,21206,51561,49630,10920,36795,779,37763,1931,2.64344502563571,3.4,23624,27937,9308,5655,2216,37.2,6271,12.3,52262,81691,0.293450435193573,0.109675917844883,0.21178797928667,0.78821202071333,0.713620759876651,0.0374507864471209,4.38315781307577,"balt"
21,21211,16299,15707,12800,1612,890,1695,592,2.09481682317154,0.7,7856,8443,2988,2288,1146,35.9,1519,9.5,68425,102749,0.141583382324123,0.140376710227621,0.785324253021658,0.214675746978342,0.098901773114915,0.0363212467022517,1.28842260261366,"balt"
98,21202,21010,20126,6376,12182,961,12543,884,1.86785390779236,1.5,12439,8571,2552,1769,668,32.5,4583,27.6,46660,84487,0.159969998928533,0.0841980009519277,0.303474535935269,0.696525464064731,0.579819133745835,0.0420752022846264,4.66444550214184,"balt"
71,21212,33342,32010,16462,13411,1460,13878,1332,2.63582431674281,1.3,15819,17523,6960,4924,1951,38.7,3823,11.6,77699,152018,0.174160330479555,0.147681602783276,0.493731629776258,0.506268370223742,0.402225421390438,0.0399496131005938,2.12944634395057,"balt"
150,21239,31133,30227,4236,24401,609,25192,906,2.51295279912184,0.5,13305,17828,6463,4673,1801,35.8,3615,12.2,53689,81842,0.267124183006536,0.150097966787653,0.136061413933768,0.863938586066232,0.783766421482029,0.0291009539716699,4.81803873703145,"balt"
202,21218,49271,47081,12858,29792,2557,31339,2190,2.41165320175676,2,24353,24918,10056,6851,2845,34.9,10965,24.6,45613,96871,0.246542702298636,0.139047309776542,0.260964867772117,0.739035132227883,0.604655882770798,0.0444480526070102,4.0997747153498,"balt"
163,21227,33822,30203,22172,5048,1638,6005,3619,2.77398445895677,4.3,16490,17332,6035,4293,1985,34.9,5499,16.5,65395,84909,0.294881588999236,0.126929217668973,0.655549642244693,0.344450357755307,0.149251966175862,0.107001360061498,4.81934835314292,"balt"
142,21225,33927,29968,14310,13556,759,14873,3959,2.81397049016339,2.6,16328,17599,5499,3744,1533,34.8,8356,24.8,43172,66598,0.347231270358306,0.11035458484393,0.421787956494827,0.578212043505173,0.399563769269314,0.116691720458632,4.18545701064049,"balt"
19,21226,6257,5977,4521,1251,41,1575,280,2.694723183391,2.2,2589,3668,1244,765,306,36.3,805,12.9,71250,103722,0.251750477402928,0.122263065366789,0.722550743167652,0.277449256832348,0.199936071599808,0.0447498801342496,3.0365990091098,"balt"
98,21209,28015,26906,19356,4975,2012,5133,1109,2.42204685466377,0.7,12945,15070,6815,5214,2242,37,2347,8.4,82555,140491,0.118992654774397,0.18611458147421,0.690915580938783,0.309084419061217,0.177583437444226,0.0395859361056577,3.49812600392647,"balt"
268,21234,68938,66050,42124,18999,3434,19896,2888,2.39268021084232,1.2,32220,36718,17451,12658,6429,40,5612,8.2,64510,96871,0.219977018581318,0.183614262090574,0.611041805680467,0.388958194319533,0.275595462589573,0.0418927151933621,3.88755113290203,"balt"
622,60647,87509,48283,38809,4758,2588,7140,39226,2.50578988304431,2.7,44327,43182,9107,6224,2208,31.8,12931,14.9,73443,120158,0.211800583892742,0.0711241129483824,0.443485812887817,0.556514187112183,0.0543715503548206,0.448251037036191,7.10784033642254,"chi"
1504,60639,90517,19979,6104,11687,1377,13599,70538,3.52702542041455,6.9,45009,45508,12629,8137,2904,33.1,19213,21.4,44150,62874,0.462949605693403,0.0898947159097186,0.067434846492924,0.932565153507076,0.129113868113172,0.779279030458367,16.6156633560547,"chi"
413,60707,43019,26514,20677,3367,1683,3814,16505,2.73935620120312,2.9,20752,22267,9406,6745,2912,39.6,4472,10.4,57554,90506,0.289842833685198,0.156791185290221,0.480648085729561,0.519351914270439,0.0782677421604407,0.38366768172203,9.60040912155094,"chi"
413,60707,43019,26514,20677,3367,1683,3814,16505,2.73935620120312,2.9,20752,22267,9406,6745,2912,39.6,4472,10.4,57554,90506,0.289842833685198,0.156791185290221,0.480648085729561,0.519351914270439,0.0782677421604407,0.38366768172203,9.60040912155094,"chi"
361,60622,52793,41214,34144,3230,2253,4294,11579,2.23983938487826,1.7,27216,25577,4574,3119,1300,31.7,6614,12.7,93988,164186,0.136372432477262,0.05907980224651,0.646752410357434,0.353247589642566,0.0611823537211373,0.21932832004243,6.83802776883299,"chi"
795,60651,63218,36358,2623,32370,306,34029,26860,3.20262555335063,7.3,29134,34084,10482,7220,2782,33,16159,25.7,38083,55997,0.446447876447876,0.114207978740232,0.0414913474010567,0.958508652598943,0.512037710778576,0.42487899016103,12.5755322851087,"chi"
103,60611,32426,30725,23167,893,5724,1131,1701,1.54138473415034,1.8,15207,17219,9614,7079,2858,38.9,3222,10.1,103522,275666,0.0456391413653065,0.218312465305619,0.714457534077592,0.285542465922408,0.0275396286930241,0.0524579041509899,3.17646333189416,"chi"
608,60638,58797,28357,25612,1734,317,2349,30440,2.91255804742809,3.4,29033,29764,11760,8239,3597,37.7,4521,7.7,67984,93488,0.295776679770621,0.140126196914809,0.435600455805568,0.564399544194432,0.02949130057656,0.517713488783441,10.3406636393013,"chi"
436,60652,43907,26428,4472,20590,373,21572,17479,3.26562602842184,3.1,20784,23123,7109,4740,1763,35.7,4979,11.4,68425,84481,0.32554657082959,0.107955451294782,0.10185164096841,0.89814835903159,0.468945726194001,0.398091420502426,9.93007948618671,"chi"
573,60626,49730,39478,22444,12304,2919,13322,10252,2.06178346790382,6.5,24582,25148,7478,5031,2007,34,11505,24.8,40591,81726,0.286014721345952,0.10116629800925,0.451317112406998,0.548682887593002,0.24741604665192,0.206153227428112,11.5222199879348,"chi"
248,60615,41563,38990,10984,22738,3336,23992,2573,1.93374017611969,1.3,19140,22423,8282,6022,2403,33.8,10097,24.6,44111,116923,0.15276914990204,0.144888482544571,0.264273512499098,0.735726487500902,0.547073117917378,0.0619060221831918,5.96684551163294,"chi"
324,60621,29042,27981,320,27378,76,27640,1061,2.6065504587156,2.8,13184,15858,5800,3928,1826,34,12390,43.5,20991,40608,0.413518155053974,0.135252393085876,0.0110185248949797,0.98898147510502,0.942703670546106,0.036533296604917,11.1562564561669,"chi"
667,60645,47732,39605,21481,8136,7766,8733,8127,2.87815933558905,7.5,23740,23992,9491,6564,2838,35.6,9927,21.1,53340,83863,0.315713806488714,0.137517807759993,0.450033520489399,0.549966479510601,0.170451688594653,0.170263135841783,13.9738540182687,"chi"
526,60643,49870,48221,10138,36573,181,37822,1649,2.75945801271328,0.8,22638,27232,12479,9153,4394,43.5,8438,17,64477,105291,0.21590368325878,0.18353719671145,0.2032885502306,0.7967114497694,0.733366753559254,0.0330659715259675,10.5474233005815,"chi"
526,60643,49870,48221,10138,36573,181,37822,1649,2.75945801271328,0.8,22638,27232,12479,9153,4394,43.5,8438,17,64477,105291,0.21590368325878,0.18353719671145,0.2032885502306,0.7967114497694,0.733366753559254,0.0330659715259675,10.5474233005815,"chi"
246,60660,43242,35514,22313,6131,5573,6673,7728,1.933263687367,5.4,21537,21705,8341,5741,2118,36.7,6946,17.2,49241,90167,0.235639764959827,0.132764441977707,0.516002960085102,0.483997039914898,0.141783451274224,0.178715138060219,5.68891355626474,"chi"
488,60640,69715,59776,38554,11564,7578,12605,9939,1.92113872286883,3.9,35614,34101,12337,8987,4203,37.3,13312,19.5,53831,112655,0.204987422600619,0.128910564440938,0.553023022305099,0.446976977694901,0.165875349637811,0.142566162231944,6.99992827942337,"chi"
306,60614,71308,66991,56762,2794,5282,3344,4317,2.0040593735112,1.1,35945,35363,8768,6179,2351,30.3,5848,8.6,107461,285792,0.0620676564872617,0.0866522690301229,0.796011667695069,0.203988332304931,0.039182139451394,0.0605401918438324,4.29124361922926,"chi"
142,60631,29529,26377,24253,445,866,608,3152,2.42874591057797,0.4,14264,15265,7501,5469,2966,42.6,1598,5.5,91034,144960,0.142235217673814,0.185207761861221,0.821328185851197,0.178671814148803,0.0150699312540215,0.106742524298148,4.80883199566528,"chi"
210,60646,27987,24016,20315,296,2890,440,3971,2.54407740278797,2.3,13222,14765,7279,5732,2899,43.7,1929,6.9,89480,152821,0.12596757704104,0.204809375781613,0.725872726623075,0.274127273376925,0.0105763390145425,0.141887304820095,7.50348376031729,"chi"
667,60628,66724,64432,1281,62192,123,63110,2292,2.87561575926248,2.6,30816,35908,14900,11272,5095,38.8,17576,26.6,40261,66879,0.346488874210461,0.168934716144116,0.0191984892992027,0.980801510700797,0.932078412565194,0.0343504586055992,9.99640309333973,"chi"
725,60625,79243,53265,36086,3735,10215,5491,25978,2.60382768313747,5.1,39692,39551,11363,7575,3398,34.2,11288,14.7,64117,103713,0.275015140300114,0.0955920396754287,0.455384071779211,0.544615928220789,0.047133500750855,0.327827063589213,9.14907310424896,"chi"
644,60641,71023,32673,26008,1353,3215,2771,38350,2.85181447543697,3.4,34841,36182,12311,7905,3365,35.9,8891,12.6,60073,90739,0.339123947564745,0.111301972600425,0.366191233825662,0.633808766174338,0.0190501668473593,0.539965926530842,9.06748518085691,"chi"
224,60657,70052,65151,56392,1771,4832,2568,4901,1.90511467889908,1.5,35414,34638,7984,5618,2295,31.2,5318,7.6,92295,227597,0.0817322896900696,0.0801975675212699,0.805001998515389,0.194998001484611,0.0252812196653914,0.0699623137098156,3.19762462170959,"chi"
404,60636,32203,29731,338,28931,13,29413,2472,2.87583619598626,3.3,15225,16978,7724,6194,2711,40,10182,31.7,27310,49341,0.431339152650628,0.192342328354501,0.0104959165295159,0.989504083470484,0.898394559513089,0.0767630344998913,12.545415023445,"chi"
498,60649,46024,44841,1315,42598,181,43404,1183,2.13882668820986,3.5,19172,26852,9953,6570,2779,37.7,15134,33.5,30222,68395,0.314672561481072,0.14275160785677,0.0285720493655484,0.971427950634452,0.925560577090214,0.0257039805318964,10.820441508778,"chi"
580,60617,82534,51455,5215,45695,166,46857,31079,2.91735206470839,3,38160,44374,16945,12791,6227,37,19210,23.3,40265,59976,0.388725834237223,0.154978554292776,0.0631860808878765,0.936813919112124,0.553650616715535,0.376559963166695,7.02740688685875,"chi"
180,60633,12871,7081,4048,2987,0,3043,5790,2.68687740281931,3,6786,6085,2417,1676,866,38.9,2676,21.4,47083,72377,0.330772045371387,0.130215212493202,0.314505477429881,0.685494522570119,0.232072100069925,0.449848496620309,13.9849273560718,"chi"
414,60612,34311,30105,7334,20564,1585,21222,4206,2.44723253690458,3.8,16680,17631,4567,3136,1179,31.6,10715,32.6,41300,72949,0.232029240557737,0.0913992597126286,0.213750692197837,0.786249307802163,0.599341319110489,0.122584593862027,12.0661012503279,"chi"
10,60604,782,748,479,37,232,54,34,1.62776617954071,6,369,413,185,93,18,32.4,174,22.3,116250,376124,0.0119521912350598,0.118925831202046,0.612531969309463,0.387468030690537,0.0473145780051151,0.0434782608695652,12.7877237851662,"chi"
475,60624,36158,34243,989,32677,113,33235,1915,2.9890702392021,6.1,16906,19252,5446,3922,1833,30.7,15769,44.2,22992,41187,0.442171150971599,0.108468388738315,0.027352176558438,0.972647823441562,0.903728082305437,0.0529620001106256,13.1367885391891,"chi"
151,60656,27579,24197,21053,325,2013,398,3382,2.28283256121774,1.9,13992,13587,6580,4637,2189,40.5,2247,8.2,61599,93770,0.292948543424993,0.168135175314551,0.763370680590304,0.236629319409696,0.0117843286558613,0.122629536966533,5.47518039087712,"chi"
683,60644,47712,44644,1392,42711,90,43369,3068,2.86442499540976,5,22043,25669,8816,6201,2676,33.3,16119,34.5,27262,51503,0.449921469131328,0.129967303822938,0.0291750503018109,0.970824949698189,0.895183601609658,0.0643024815560027,14.315057008719,"chi"
181,60655,28804,26414,23795,1913,421,2077,2390,2.74635617241716,1.3,13876,14928,5786,3731,1513,38.7,1040,3.7,97572,129337,0.152145464563675,0.129530620747118,0.826100541591446,0.173899458408554,0.0664143868907096,0.0829745868629357,6.28384946535203,"chi"
131,60605,27519,25911,15781,4550,4431,5165,1608,1.76786512802019,1.8,13138,14381,3929,2569,626,33.9,2359,9.6,111164,240969,0.0768464730290456,0.0933536829099895,0.57345833787565,0.42654166212435,0.165340310331044,0.0584323558268832,4.76034739634434,"chi"
318,60653,31972,31283,1374,28876,427,29491,689,2.15829022298456,1.7,13703,18269,5892,4122,1825,35.1,10968,34.9,29569,71372,0.248834217719891,0.12892530964594,0.0429751032153134,0.957024896784687,0.90316526961091,0.0215501063430502,9.94620292756162,"chi"
798,60609,61495,28635,9172,14961,3872,15609,32860,2.96697180022327,6.1,30270,31225,9609,6977,2428,31.7,17061,27.9,35179,55621,0.422906244957237,0.113456378567363,0.149150337425807,0.850849662574193,0.243288072200992,0.534352386372876,12.9766647694935,"chi"
591,60618,94395,56243,45553,1995,5723,3429,38152,2.68024108745832,2.4,48151,46244,12474,8526,3452,34.4,10686,11.4,73810,126673,0.244481984072472,0.0903225806451613,0.482578526405,0.517421473595,0.0211345939933259,0.404173949891414,6.26092483712061,"chi"
273,60616,54464,49864,13160,13532,22028,14292,4600,2.11991563255109,4.4,25807,28657,11696,8683,3837,36.8,13106,25.3,45997,82787,0.23103247415174,0.159426410105758,0.24162749706228,0.75837250293772,0.248457696827262,0.0844594594594595,5.01248531139835,"chi"
7,60602,1244,1163,788,47,242,67,81,1.97121262458472,3.5,693,551,10,5,0,30.6,29,2.4,157125,253316,0.0354838709677419,0.00401929260450161,0.633440514469453,0.366559485530547,0.0377813504823151,0.065112540192926,5.62700964630225,"chi"
57,60601,14675,13401,9677,767,2641,818,1274,1.58237590252708,2.7,7191,7484,2934,2075,1013,34.9,1183,8.4,103243,186892,0.0550369083803734,0.141396933560477,0.659420783645656,0.340579216354344,0.0522657580919932,0.0868143100511073,3.88415672913118,"chi"
873,60608,79205,39059,15148,13657,9528,14389,40146,2.68427205681508,4.8,43845,35360,11411,7852,3032,32.4,15619,22.5,44043,69400,0.357574524957871,0.0991351556088631,0.191250552364118,0.808749447635882,0.172425983208131,0.506861940534057,11.0220314374093,"chi"
295,60607,29591,27134,15440,4260,6645,4672,2457,2.02004601107385,3.1,14724,14867,2306,1604,651,30.1,5816,21.7,93508,185619,0.0770265724857047,0.0542056706431009,0.521780271028353,0.478219728971647,0.143962691358859,0.0830320029738772,9.96924740630597,"chi"
26,60661,9926,9286,5091,357,3553,438,640,1.66451531043817,5.2,5109,4817,392,217,11,30.8,1346,13.7,107245,183566,0.0332158351409978,0.0218617771509168,0.512895426153536,0.487104573846464,0.035966149506347,0.0644771307676808,2.61938343743703,"chi"
31,60606,3101,2906,2129,73,561,115,195,1.4868905950096,3.4,1502,1599,603,431,6,37.2,237,7.6,131477,278453,0.0392310710082385,0.138987423411803,0.686552724927443,0.313447275072557,0.0235407932924863,0.0628829409867785,9.99677523379555,"chi"
210,60827,28577,27355,760,26109,46,26627,1222,2.62356004054926,3.7,12911,15666,4469,2763,829,32.7,9620,33.7,31954,54422,0.427949288686732,0.0966861462014907,0.0265948140112678,0.973405185988732,0.913636840816041,0.0427616614760122,7.34856702942926,"chi"
396,60630,57344,41337,32184,826,6415,1960,16007,2.72452987781596,3,27889,29455,12452,8738,4024,40.2,5054,8.9,72092,104899,0.239606570675319,0.152378627232143,0.561244419642857,0.438755580357143,0.014404296875,0.279139927455357,6.90569196428571,"chi"
92,60642,20201,16127,12126,2045,1410,2332,4074,2.17312965561913,2.5,10109,10092,1966,1322,542,31.2,2231,11,101939,146170,0.0984455958549223,0.0654423048363942,0.600267313499332,0.399732686500668,0.101232612246918,0.201673184495817,4.55422998861442,"chi"
411,60659,41068,33188,16363,4107,10916,4687,7880,3.08,8.9,21031,20037,6730,4603,1728,34.7,8758,21.5,51383,78893,0.372671437998071,0.11208239992208,0.398436739066913,0.601563260933087,0.100004869971754,0.191876887114055,10.0077919548067,"chi"
727,60634,75995,46930,41060,1337,4042,2117,29065,2.89369964772553,3.2,36934,39061,15922,11417,4587,39.1,7053,9.3,66741,91213,0.303045148647603,0.150233567997895,0.540298703862096,0.459701296137904,0.0175932627146523,0.382459372327127,9.56641884334496,"chi"
258,60613,50113,44451,36600,2854,3306,3253,5662,1.87867972324095,2.2,25205,24908,6297,4429,1974,33.1,5599,11.2,82321,191871,0.111698389046642,0.0883802606110191,0.730349410332648,0.269650589667352,0.0569512900844092,0.112984654680422,5.14836469578752,"chi"
153,60610,39019,36418,26809,5666,3162,6143,2601,1.6017396536164,1.9,17874,21145,8234,6029,2146,33.6,4383,11.7,86803,226991,0.092519154506603,0.154514467310797,0.687075527307209,0.312924472692791,0.145211307311822,0.0666598323893488,3.92116661113816,"chi"
94,60654,19135,18138,14124,1028,2388,1139,997,1.57518064302287,2.9,9754,9381,1881,1127,325,33.1,1296,6.8,112699,272414,0.0406691866162677,0.0588973085968121,0.738123856806898,0.261876143193102,0.0537235432453619,0.052103475307029,4.91246407107395,"chi"
1308,60632,91039,14605,7996,1005,5143,2405,76434,3.63966449955855,10.9,46372,44667,12635,8702,3370,30.9,17966,19.9,42758,59458,0.483346683548229,0.0955854084513231,0.0878304902294621,0.912169509770538,0.01103922494755,0.839574248399038,14.3674688869605,"chi"
1526,60623,85979,29115,2508,26098,76,27439,56864,3.41722095580884,9.7,41947,44032,11671,7805,3122,30.3,28488,33.4,31634,45650,0.497291373101613,0.0907779806696984,0.0291699135835495,0.970830086416451,0.303539236325149,0.661370799846474,17.7485199874388,"chi"
1443,60629,111850,32418,9203,21865,404,23214,79432,3.50833443302856,5.3,54815,57035,15984,11127,3760,31.2,20400,18.3,42019,61329,0.473830179050831,0.0994814483683505,0.0822798390701833,0.917720160929817,0.1954850245865,0.710165400089405,12.9012069736254,"chi"
740,60620,68096,67185,755,65542,272,66170,911,2.67231903007251,1.9,30001,38095,16177,11842,5982,40.8,17131,25.4,35890,58872,0.38406233682773,0.17390155075188,0.0110872885338346,0.988912711466165,0.96249412593985,0.0133781719924812,10.8670112781955,"chi"
353,60637,47454,46113,6858,35951,2129,36745,1341,2.28496360232945,2.6,20877,26577,8111,5463,2277,30.7,15974,36.4,28785,72447,0.2502679528403,0.1151220128967,0.144518902516121,0.855481097483879,0.757596830614911,0.0282589455051207,7.43878282125848,"chi"
615,60619,61258,60389,854,58571,193,59701,869,2.3257032858123,2.3,27681,33577,15382,10410,4714,41.3,15522,25.4,33454,60557,0.343600704048278,0.169936987821999,0.0139410362728133,0.986058963727187,0.95613634137582,0.0141859022495021,10.0395050442391,"chi"
772,48219,48184,47754,2848,43882,236,44587,430,2.47844280212345,2.3,22142,26042,10550,7377,2755,38.3,15657,32.9,33029,51314,0.421581000458926,0.153100614311805,0.0591067574298522,0.940893242570148,0.910717250539598,0.00892412419060269,16.0219159887099,"det"
297,48223,24632,24296,2066,21446,111,22005,336,2.49524322128567,2.3,11678,12954,4856,3504,957,36.7,7508,30.7,35562,53956,0.449887928274095,0.142253978564469,0.0838746346216304,0.91612536537837,0.870656057161416,0.0136407924650861,12.0574861968171,"det"
627,48228,55737,52594,8890,41902,37,42456,3143,2.88068673760706,4.3,26832,28905,8120,5621,1931,29.9,22922,41.6,26269,39710,0.472900635664102,0.100848628379712,0.159499076017726,0.840500923982274,0.751780684285125,0.0563898308125662,11.2492599171107,"det"
915,48235,44753,44320,586,43129,45,43457,433,2.48624175824176,2.4,20079,24674,10769,7947,3994,39.2,13683,31.1,31759,49848,0.42998374864572,0.177574687730431,0.0130940942506648,0.986905905749335,0.963711929926485,0.00967532902822157,20.4455567224544,"det"
584,48227,41777,41582,669,39967,25,40662,195,2.7046301832835,2.2,19464,22313,8414,5929,2180,34.1,14579,35.1,29250,43053,0.506073500967118,0.141920195322785,0.0160135959977978,0.983986404002202,0.956674725327333,0.00466764008904421,13.9789836512914,"det"
615,48221,41821,41492,2321,37650,314,38647,329,2.65908058727569,1.3,18902,22919,9828,7354,3559,38.9,9205,22.5,41297,67923,0.376455043100736,0.175844671337366,0.0554984338012004,0.9445015661988,0.900265416895818,0.00786686114631405,14.7055307142345,"det"
87,48217,6887,5831,277,5420,0,5488,1056,2.40890909090909,1.7,3058,3829,1664,1232,705,40.2,2748,39.9,26413,46717,0.550224887556222,0.178887759546973,0.0402207056773631,0.959779294322637,0.786989981123857,0.153332365325976,12.6324960069697,"det"
325,48238,27051,26875,498,25950,56,26277,176,2.62551391862955,1.4,12747,14304,5885,3956,1985,37.4,11203,41.6,24280,43037,0.471536262022355,0.146242283094895,0.0184096706221581,0.981590329377842,0.959299101696795,0.00650622897489926,12.0143432775128,"det"
354,48204,24524,23847,498,23026,12,23342,677,2.55519454640797,1.8,11150,13374,5181,3768,1867,37.6,10287,42.2,24362,40103,0.438778151695573,0.153645408579351,0.0203066383950416,0.979693361604958,0.938916979285598,0.0276056108302071,14.4348393410537,"det"
175,48210,29930,13610,7753,4982,13,6115,16320,3.33074908037008,6.3,15351,14579,3565,2140,854,28.3,12114,40.7,29007,41810,0.514507828752874,0.0715001670564651,0.259037754761109,0.740962245238891,0.166455061810892,0.545272302038089,5.84697627798196,"det"
183,48209,32620,9968,6475,2775,1,3283,22652,3.27289975893933,5.7,16014,16606,3497,2345,918,28.9,14349,44,27418,40890,0.499230917131321,0.0718884120171674,0.198497854077253,0.801502145922747,0.0850705088902514,0.694420600858369,5.61005518087063,"det"
142,48203,22939,22487,1648,20119,47,20629,452,2.25127590739056,0.5,11261,11678,5322,3735,1483,39.5,8626,38.2,21013,47115,0.411576901721266,0.162823139631196,0.0718427132830551,0.928157286716945,0.877065260037491,0.0197044334975369,6.19033087754479,"det"
242,48206,15745,15409,873,14011,75,14429,336,2.40919588292055,1,7291,8454,3470,2480,1058,39.3,6414,41.2,22308,53416,0.438743659773703,0.157510320736742,0.0554461733883773,0.944553826611623,0.889869799936488,0.0213401079707844,15.369958717053,"det"
158,48208,9196,8613,1544,6634,105,7008,583,2.12238478419898,3.1,4526,4670,1772,1176,545,34.7,3860,42.5,21070,49980,0.352678571428571,0.1278816876903,0.167899086559374,0.832100913440626,0.721400608960418,0.0633971291866029,17.1813832100913,"det"
219,48202,16049,15701,3799,10676,681,11169,348,1.90681697612732,2.3,8171,7878,3455,2014,725,36.7,5659,38.7,26164,64442,0.318785310734463,0.125490684777868,0.236712567761231,0.763287432238769,0.665212785843355,0.0216835939933952,13.6457100130849,"det"
53,48216,5179,3590,1492,1930,60,2049,1589,2.1169224137931,0.9,2688,2491,922,636,353,36.8,1709,33.1,31000,55895,0.334736842105263,0.12280363004441,0.288086503185943,0.711913496814057,0.372658814442943,0.306815987642402,10.2336358370342,"det"
432,48234,34156,33909,1303,31859,15,32442,247,2.68665348414142,2.4,16163,17993,6263,4144,1792,34.2,12761,37.6,27947,46106,0.531636930876475,0.121325682164188,0.0381484951399461,0.961851504860054,0.932749736503103,0.0072315259398056,12.6478510364211,"det"
113,48212,38161,37624,14876,9572,11355,10153,537,3.41255622397038,7.9,19320,18841,5199,3707,1295,29.8,16900,46,26435,41111,0.532540560471976,0.0971410602447525,0.389822069652263,0.610177930347737,0.250832001257829,0.0140719582820157,2.96113833494929,"det"
61,48211,6318,6263,2177,3602,85,3641,55,2.69955309947141,6.8,3303,3015,948,530,219,33.1,2379,42.2,23507,36420,0.418304323413813,0.0838873061095283,0.344571066793289,0.655428933206711,0.570117125672681,0.00870528648306426,9.65495409939854,"det"
170,48201,15954,15616,3853,9638,1514,9857,338,1.75,4.1,7288,8666,2948,2011,515,30,8091,53.6,15168,35769,0.305001634521085,0.126049893443651,0.241506832142409,0.758493167857591,0.604111821486774,0.0211859094897831,10.6556349504826,"det"
77,48226,6935,6589,2897,2757,718,2894,346,1.38200988875155,1.6,3980,2955,1092,798,225,32.5,1120,19.9,57083,145410,0.109782873871676,0.115068493150685,0.41773612112473,0.58226387887527,0.397548666186013,0.0498918529199712,11.1031002162942,"det"
392,48207,21230,21097,3297,17063,340,17298,133,1.76551554828151,1.7,9175,12055,6376,4486,2090,43.8,7052,33.8,29625,55772,0.237050267925491,0.211304757418747,0.155299105040038,0.844700894959962,0.803721149317004,0.00626471973622233,18.4644371172869,"det"
392,48207,21230,21097,3297,17063,340,17298,133,1.76551554828151,1.7,9175,12055,6376,4486,2090,43.8,7052,33.8,29625,55772,0.237050267925491,0.211304757418747,0.155299105040038,0.844700894959962,0.803721149317004,0.00626471973622233,18.4644371172869,"det"
321,48213,22795,22631,452,21945,15,22181,164,2.74299122047731,3,11194,11601,5004,3635,1605,38.2,9686,43.2,23559,40453,0.550271928601311,0.159464794911165,0.019828909848651,0.980171090151349,0.962711120859838,0.00719456021057249,14.0820355341084,"det"
371,48214,21086,20754,2924,17370,79,17674,332,2.0792557620063,2.2,9842,11244,6016,4105,1749,44.2,6814,33.3,28961,60913,0.339161266658516,0.194678933889785,0.138670207720763,0.861329792279237,0.823769325618894,0.0157450441050934,17.5946125391255,"det"
482,48205,33953,33877,1227,31804,271,32199,76,2.6,1,15863,18090,4247,2744,892,30.5,9080,27.4,36307,39404,0.443099273607748,0.0808176008011074,0.0361381910287751,0.963861808971225,0.936706623862398,0.00223838836038053,14.1960946013607,"det"
